Service Request Description,Department,Method Received,Created Date,Block,Street,Ward
Dirty Yard,Bylaw Enforcement,Phone,10/17/2016 10:51,58##,TECUMSEH,WARD 8
Dirty Yard,Bylaw Enforcement,Web Intake,10/17/2016 10:52, , ,WARD 8
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,10/17/2016 10:54,13##,HICKORY,WARD 5
Garbage Not Collected,Environmental Services,Phone,10/17/2016 10:56,31##,WILDWOOD,WARD 7
Building Conditions,Inspections,Phone,10/17/2016 11:06,8##,GOYEAU,WARD 3
Downspout Disconnect,Contracts and Field Services,Phone,10/17/2016 11:07,23##,LAMONT,WARD 1
Downspout Disconnect,Contracts and Field Services,Phone,10/17/2016 11:11,35##,HOWARD,WARD 9
Parking Meter,Traffic Operations,Phone,10/17/2016 11:24, ,HURON CHURCH RD & DONNELLY ST,WARD 2
Downspout Disconnect,Contracts and Field Services,Phone,10/17/2016 11:25,34##,CARIBOU,WARD 9
Downspout Disconnect,Contracts and Field Services,Phone,10/17/2016 11:26,35##,RIBERDY,WARD 9
Garbage Not Collected,Environmental Services,Phone,10/17/2016 11:39,32##,MAISONNEUVE,WARD 1
Downspout Disconnect,Contracts and Field Services,Phone,10/17/2016 11:44,35##,DRIFTWOOD,WARD 1
Dirty Yard,Bylaw Enforcement,Phone,10/17/2016 11:53,9##,HOWARD,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,10/17/2016 11:56,8##,JOS JANISSE,WARD 5
Dirty Yard,Bylaw Enforcement,Phone,10/17/2016 11:56,43##,WYANDOTTE,WARD 5
Dirty Yard,Bylaw Enforcement,Phone,10/17/2016 11:58,15##,GLADSTONE,WARD 4
Downspout Disconnect,Contracts and Field Services,Phone,10/17/2016 12:00,9##,LAPORTE,WARD 6
Parking Meter,Traffic Operations,Phone,10/17/2016 12:06,4##,PELISSIER,WARD 3
Private Parking Lot,Inspections,E-Mail,10/17/2016 12:09,15##,GRAND MARAIS,WARD 1
Downspout Disconnect,Contracts and Field Services,Phone,10/17/2016 12:22,107##,LAMBETH,WARD 7
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,10/17/2016 12:43,12##,ALBERT,WARD 5
Garbage Preparation,Bylaw Enforcement,Phone,10/17/2016 12:45,13##,HENRY FORD CENTRE,WARD 5
Building/Land - Improper Use,Inspections,Phone,10/17/2016 13:06,9##,HANNA,WARD 4
Building Conditions,Inspections,Phone,10/17/2016 13:08,12##,MONMOUTH,WARD 4
Tree Request,Forestry and Horticulture,Phone,10/17/2016 13:09,2##,ST LOUIS,WARD 6
Rodent Extermination,Environmental Services,Phone,10/17/2016 13:12,3##,LAUZON,WARD 6
Pothole,Maintenance,Phone,10/17/2016 13:18,94##,TECUMSEH,WARD 7
Building Conditions,Inspections,Phone,10/17/2016 13:24,4##,CURRY,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,10/17/2016 13:25,4##,JOSEPHINE,WARD 2
Recycling Not Collected,Environmental Services,Phone,10/17/2016 13:32,11##,LINCOLN,WARD 4
Building Conditions,Inspections,Phone,10/17/2016 13:34,21##,RIVERSIDE,WARD 2
Parking Meter,Traffic Operations,Phone,10/17/2016 13:38,4##,PELISSIER,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,10/17/2016 13:42,9##,ELSMERE,WARD 4
Downspout Disconnect,Contracts and Field Services,Phone,10/17/2016 13:45,18##,KIRKLAND,WARD 7
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,10/17/2016 13:52,103##,SHENANDOAH,WARD 7
Tree Request,Forestry and Horticulture,Phone,10/17/2016 13:52,23##,LOUIS,WARD 4
Road Clean-Up Request,Environmental Services,Phone,10/17/2016 13:55, ,"EC ROW EXPRESSWAY & EC ROW ON RAMP W, WINDSOR",WARD 10
Dirty Yard,Bylaw Enforcement,Phone,10/17/2016 14:11,7##,ARGYLE,WARD 4
Dead Animal Removal,Environmental Services,Phone,10/17/2016 14:13,19##,GLENDALE,WARD 8
Property Flooding / Grading,Inspections,Phone,10/17/2016 14:16,15##,ST CLAIR,WARD 10
Tree Request,Forestry and Horticulture,Phone,10/17/2016 14:17,22##,MCKAY,WARD 10
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,10/17/2016 14:18,23##,HIGHLAND,WARD 3
Tree Request,Forestry and Horticulture,Phone,10/17/2016 14:18,22##,MCKAY,WARD 10
Downspout Disconnect,Contracts and Field Services,Phone,10/17/2016 14:20,15##,ST CLAIR,WARD 10
Downspout Disconnect,Contracts and Field Services,Phone,10/17/2016 14:39,6##,BRUCE,WARD 3
Sewer Maintenance,Maintenance,Phone,10/17/2016 14:42,13##,CENTRAL,WARD 5
Recycling Not Collected,Environmental Services,Phone,10/17/2016 15:07,10##,EDWARD,WARD 6
Tree Request,Forestry and Horticulture,Phone,10/17/2016 15:07,17##,FACTORIA,WARD 5
Dirty Yard,Bylaw Enforcement,Phone,10/17/2016 15:22,37##,INGLEWOOD,WARD 9
Tree Request,Forestry and Horticulture,Phone,10/17/2016 15:24,4##,RANKIN,WARD 2
Downspout Disconnect,Contracts and Field Services,Phone,10/17/2016 15:41,10##,WATSON,WARD 6
Garbage Preparation,Bylaw Enforcement,Phone,10/17/2016 15:50,21##,LINCOLN,WARD 4
Tree Request,Forestry and Horticulture,Phone,10/17/2016 15:52,22##,CADILLAC,WARD 5
Road Clean-Up Request,Environmental Services,Phone,10/17/2016 16:01, ,HOWARD AVE & ROUNDHOUSE MALL ACCESS,WARD 9
Road Clean-Up Request,Environmental Services,Phone,10/17/2016 16:02, ,HOWARD AVE & ROUNDHOUSE MALL ACCESS,WARD 9
Garbage Preparation,Bylaw Enforcement,Phone,10/17/2016 16:03,8##,PILLETTE,WARD 6
Garbage Not Collected,Environmental Services,Phone,10/17/2016 16:05,32##,DANDURAND,WARD 1
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,10/17/2016 16:07, ,OUELLETTE AVE & PARK ST E,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,10/17/2016 16:16,50##,GRAND,WARD 8
Garbage Not Collected,Environmental Services,Phone,10/17/2016 16:24,1##,PARK,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,10/17/2016 16:33,975##,ASKIN,WARD 10
Tree Request,Forestry and Horticulture,Phone,10/17/2016 16:41,991##,LASSALINE,WARD 8
Dirty Yard,Bylaw Enforcement,Phone,10/17/2016 17:03,12##,HALL,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,10/17/2016 17:06,11##,REEDMERE,WARD 6
Road Clean-Up Request,Environmental Services,Phone,10/17/2016 17:10, ,"EC ROW COLLECTOR S & CENTRAL AVE, WINDSOR",WARD 9
Garbage Preparation,Bylaw Enforcement,Phone,10/17/2016 17:18,22##,SECORD,WARD 2
Downspout Disconnect,Contracts and Field Services,Phone,10/17/2016 17:27,4##,DORMAR,WARD 6
Dirty Yard,Bylaw Enforcement,Phone,10/17/2016 17:43,10##,WYANDOTTE,WARD 3
Road Clean-Up Request,Environmental Services,Phone,10/17/2016 17:44, ,"TECUMSEH RD E & LAUZON RD, WINDSOR",WARD 8
Tree Request,Forestry and Horticulture,E-Mail,10/17/2016 17:54,35##,BLOOMFIELD,WARD 2
Tree Request,Forestry and Horticulture,Phone,10/17/2016 18:19,20##,FORD,WARD 8
Municipal Parking Lot,Traffic Operations,Phone,10/17/2016 18:22, ,RIVERSIDE,WARD 3
Garbage Not Collected,Environmental Services,Phone,10/17/2016 18:31,17##,DAYTONA,WARD 10
Noise,Bylaw Enforcement,Phone,10/17/2016 18:47,5##,GREENDALE,WARD 6
Tree Request,Forestry and Horticulture,Phone,10/18/2016 8:10,37##,HOLBURN,WARD 9
Dead Animal Removal,Environmental Services,Phone,10/18/2016 8:23,29##,UNIVERSITY,WARD 2
Recycling Not Collected,Environmental Services,Phone,10/18/2016 8:35,85##,RIVERSIDE,WARD 6
Tree Request,Forestry and Horticulture,Phone,10/18/2016 8:41,2##,FAIRVIEW,WARD 6
Road Clean-Up Request,Environmental Services,Phone,10/18/2016 8:42, ,HOWARD AVE & WALLACE AVE,WARD 9
Dead Animal Removal,Environmental Services,Phone,10/18/2016 8:45,2##,HALL,WARD 4
Dead Animal Removal,Environmental Services,Phone,10/18/2016 8:45,2##,HALL,WARD 4
Road Clean-Up Request,Environmental Services,Phone,10/18/2016 8:48, ,HOWARD AVE & MAGUIRE ST,WARD 9
Shoulder Maintenance,Maintenance,Phone,10/18/2016 8:55,26##,BUCKINGHAM,WARD 8
Building/Land - Improper Use,Inspections,Phone,10/18/2016 8:59,9##,HALL,WARD 4
Downspout Disconnect,Contracts and Field Services,Phone,10/18/2016 9:16,29##,CLEMENCEAU,WARD 8
Property Flooding / Grading,Inspections,Phone,10/18/2016 9:20,102##,EASTCOURT,WARD 7
Tree Request,Forestry and Horticulture,Phone,10/18/2016 9:25,42##,NORTHWOOD LAKES,WARD 1
Garbage Not Collected,Environmental Services,Phone,10/18/2016 9:33,21##,VICTORIA,WARD 3
Building/Land - Improper Use,Inspections,Phone,10/18/2016 9:42,34##,DOMINION,WARD 1
Tree Request,Forestry and Horticulture,Phone,10/18/2016 9:44,9##,EASTLAWN,WARD 6
Building/Land - Improper Use,Inspections,Phone,10/18/2016 9:44,34##,DOMINION,WARD 1
Dirty Yard,Bylaw Enforcement,Phone,10/18/2016 9:46,34##,DOMINION,WARD 1
Noise,Bylaw Enforcement,Phone,10/18/2016 9:51,67##,WYANDOTTE,WARD 6
Garbage Not Collected,Environmental Services,Phone,10/18/2016 9:58,5##,SHEPHERD,WARD 4
Downspout Disconnect,Contracts and Field Services,Phone,10/18/2016 10:04,12##,HALL,WARD 4
Recycling Not Collected,Environmental Services,Phone,10/18/2016 10:17,14##,GLADSTONE,WARD 4
Tree Request,Forestry and Horticulture,Phone,10/18/2016 10:19,14##,FLORENCE,WARD 7
Tree Request,Forestry and Horticulture,Phone,10/18/2016 10:19,102##,PAULINA,WARD 7
Building Conditions,Inspections,Phone,10/18/2016 10:28,83##,GATESIDE,WARD 6
Tree Request,Forestry and Horticulture,Phone,10/18/2016 10:29,15##,ALBERT,WARD 5
Dirty Yard,Bylaw Enforcement,Phone,10/18/2016 10:32,16##,GOYEAU,WARD 3
Tree Request,Forestry and Horticulture,Phone,10/18/2016 10:33,18##,HICKORY,WARD 5
Abandoned Vehicle,Parking Enforcement,Phone,10/18/2016 10:41,2##,FRANK,WARD 6
Tree Request,Forestry and Horticulture,Phone,10/18/2016 10:41,98##,HOLLY,WARD 7
Property Flooding / Grading,Inspections,Phone,10/18/2016 10:42,19##,JEFFERSON,WARD 8
Tree Request,Forestry and Horticulture,Phone,10/18/2016 10:45,98##,HOLLY,WARD 7
Recycling Not Collected,Environmental Services,Phone,10/18/2016 10:53,1##,EVELEIGH,WARD 9
Construction Site Conditions,Inspections,Phone,10/18/2016 11:04,3##,GILES,WARD 3
Tree Request,Forestry and Horticulture,Phone,10/18/2016 11:11,79##,MOLNAR,WARD 7
Downspout Disconnect,Contracts and Field Services,Phone,10/18/2016 11:19,9##,HOWARD,WARD 4
Tree Request,Forestry and Horticulture,Phone,10/18/2016 11:28,4##,BELLE ISLE VIEW,WARD 6
Yard Waste Not Collected,Environmental Services,Phone,10/18/2016 11:28,10##,CALIFORNIA,WARD 2
Tree Request,Forestry and Horticulture,Phone,10/18/2016 11:28,4##,BELLE ISLE VIEW,WARD 6
Public Property Obstructions,Infrastructure Coordination and Development,Phone,10/18/2016 11:30,16##,BERNARD,WARD 5
Tree Request,Forestry and Horticulture,Phone,10/18/2016 11:34,17##,FRANCOIS,WARD 5
Tree Request,Forestry and Horticulture,Phone,10/18/2016 11:37, ,"WYANDOTTE ST W & OUELLETTE AVE, WINDSOR",WARD 3
Tree Request,Forestry and Horticulture,Phone,10/18/2016 11:40,12##,RENDEZVOUS,WARD 7
Tree Request,Forestry and Horticulture,Phone,10/18/2016 11:43,32##,MORRIS,WARD 1
Tree Request,Forestry and Horticulture,Phone,10/18/2016 11:50,18##,CENTRAL,WARD 5
Noise,Bylaw Enforcement,Phone,10/18/2016 11:52,2##,FAIRVIEW,WARD 6
Noise,Bylaw Enforcement,Phone,10/18/2016 11:55,18##,CENTRAL,WARD 5
Rodent Extermination,Environmental Services,Phone,10/18/2016 11:55,22##,TRAPPERS,WARD 7
Public Property Obstructions,Infrastructure Coordination and Development,Phone,10/18/2016 11:57,110##,ANCONA,WARD 7
Tree Request,Forestry and Horticulture,Phone,10/18/2016 11:58,17##,CHILVER,WARD 4
Downspout Disconnect,Contracts and Field Services,Phone,10/18/2016 12:05,35##,MAISONNEUVE,WARD 1
Tree Request,Forestry and Horticulture,Phone,10/18/2016 12:07,18##,HICKORY,WARD 5
Tree Request,Forestry and Horticulture,Phone,10/18/2016 12:17,11##,GLIDDEN,WARD 6
Building Conditions,Inspections,Web Intake,10/18/2016 12:31, , ,WARD 3
Downspout Disconnect,Contracts and Field Services,Phone,10/18/2016 12:31,32##,RANKIN,WARD 1
Tree Request,Forestry and Horticulture,Phone,10/18/2016 12:33,8##,CAMPBELL,WARD 2
Tree Request,Forestry and Horticulture,Phone,10/18/2016 12:36,4##,DETROIT,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,10/18/2016 12:37,17##,PARENT,WARD 4
Rodent Extermination,Environmental Services,Phone,10/18/2016 12:44,6##,EDINBOROUGH,WARD 10
Downspout Disconnect,Contracts and Field Services,Phone,10/18/2016 12:45,23##,DANDURAND,WARD 10
Dirty Yard,Bylaw Enforcement,Phone,10/18/2016 12:52,6##,RANDOLPH,WARD 2
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,10/18/2016 12:53,9##,ALBERT,WARD 5
Tree Request,Forestry and Horticulture,Phone,10/18/2016 12:55,14##,LABADIE,WARD 5
Building Conditions,Inspections,Phone,10/18/2016 12:59,4##,PARK,WARD 3
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,10/18/2016 13:01,26##,ROBERT,WARD 5
Dirty Yard,Bylaw Enforcement,Phone,10/18/2016 13:01,21##,WYANDOTTE,WARD 2
Sidewalk Construction & Repair,Maintenance,Phone,10/18/2016 13:11,33##,SANDWICH,WARD 2
Sewer Maintenance,Maintenance,Phone,10/18/2016 13:11,19##,WESTMINSTER,WARD 8
Sidewalk Construction & Repair,Maintenance,Phone,10/18/2016 13:18,29##,RIVERSIDE,WARD 2
Recycling Not Collected,Environmental Services,Phone,10/18/2016 13:19,14##,CABANA,WARD 1
Sidewalk Construction & Repair,Maintenance,Phone,10/18/2016 13:22, ,MILL ST & SANDWICH ST,WARD 2
Sewer Project,Contracts and Field Services,Phone,10/18/2016 13:28,12##,HANNA,WARD 4
Tree Request,Forestry and Horticulture,Phone,10/18/2016 13:28,12##,RENDEZVOUS,WARD 7
Sewer Project,Contracts and Field Services,Phone,10/18/2016 13:39,10##,NOVA,WARD 9
Downspout Disconnect,Contracts and Field Services,Phone,10/18/2016 13:39,34##,DRIFTWOOD,WARD 1
Dirty Yard,Bylaw Enforcement,Phone,10/18/2016 13:40,9##,GREENPARK,WARD 7
Tree Request,Forestry and Horticulture,Phone,10/18/2016 13:42,23##,SANTO,WARD 1
Tree Request,Forestry and Horticulture,Phone,10/18/2016 13:45,34##,BLOOMFIELD,WARD 2
Illegal Dumping Public Property,Environmental Services,Phone,10/18/2016 13:53,10##,PARTINGTON,WARD 2
Illegal Dumping Public Property,Environmental Services,Phone,10/18/2016 13:54,10##,PARTINGTON,WARD 2
Building Conditions,Inspections,Phone,10/18/2016 13:56,16##,POLONIA PARK,WARD 8
Dirty Yard,Bylaw Enforcement,Phone,10/18/2016 13:59,15##,PIERRE,WARD 4
Recycling Not Collected,Environmental Services,Phone,10/18/2016 14:18,29##,BUTTERY,WARD 10
Tree Request,Forestry and Horticulture,Phone,10/18/2016 14:19,16##,NORMAN,WARD 8
Tree Request,Forestry and Horticulture,Phone,10/18/2016 14:19,16##,NORMAN,WARD 8
Tree Request,Forestry and Horticulture,Phone,10/18/2016 14:30,11##,KILDARE,WARD 4
Tree Request,Forestry and Horticulture,Phone,10/18/2016 14:38,28##,VIRGINIA PARK,WARD 10
Tree Request,Forestry and Horticulture,Phone,10/18/2016 14:39, ,SPRING,WARD 1
Tree Request,Forestry and Horticulture,Phone,10/18/2016 14:39,9##,REEDMERE,WARD 6
Tree Request,Forestry and Horticulture,Phone,10/18/2016 14:42,22##,ELSMERE,WARD 4
Downspout Disconnect,Contracts and Field Services,Phone,10/18/2016 14:43,83##,CLAIRVIEW,WARD 6
Tree Request,Forestry and Horticulture,Phone,10/18/2016 14:49,30##,MORRIS,WARD 1
Dirty Yard,Bylaw Enforcement,Phone,10/18/2016 14:49,992##,BANWELL,WARD 7
Tree Request,Forestry and Horticulture,Phone,10/18/2016 14:56,23##,TURNER,WARD 4
Pothole,Maintenance,Phone,10/18/2016 15:03,15##,BETTS,WARD 10
Garbage Not Collected,Environmental Services,Phone,10/18/2016 15:04,23##,UNION,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,10/18/2016 15:07,34##,BABY,WARD 2
Building Conditions,Inspections,Phone,10/18/2016 15:24,2##,CAMPBELL,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,10/18/2016 15:26,2##,CAMPBELL,WARD 2
Tree Request,Forestry and Horticulture,Phone,10/18/2016 15:35,11##,GLADSTONE,WARD 4
3-Day Parking Infraction,Parking Enforcement,Phone,10/18/2016 15:40,12##,HALL,WARD 4
Tree Request,Forestry and Horticulture,Phone,10/18/2016 15:43,16##,ARTHUR,WARD 5
Rodent Extermination,Environmental Services,Phone,10/18/2016 15:48,15##,JABER,WARD 10
Building Conditions,Inspections,Phone,10/18/2016 15:48,11##,OUELLETTE,WARD 3
Dirty Yard,Bylaw Enforcement,Phone,10/18/2016 15:51,15##,JABER,WARD 10
Road Clean-Up Request,Environmental Services,Phone,10/18/2016 15:53,38##,LOUNSBOROUGH,WARD 9
Recycling Not Collected,Environmental Services,Phone,10/18/2016 16:01,24##,ASKIN,WARD 10
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,10/18/2016 16:03,9##,LAUZON,WARD 6
3-Day Parking Infraction,Parking Enforcement,Phone,10/18/2016 16:06,47##,THERESA,WARD 8
Building Conditions,Inspections,Phone,10/18/2016 16:06,13##,LAUZON,WARD 6
Garbage Not Collected,Environmental Services,Phone,10/18/2016 16:08,4##,HALL,WARD 4
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,10/18/2016 16:09,3##,CAMERON,WARD 2
Garbage Preparation,Bylaw Enforcement,Phone,10/18/2016 16:13,4##,HALL,WARD 4
3-Day Parking Infraction,Parking Enforcement,Phone,10/18/2016 16:25,10##,PARTINGTON,WARD 2
Property Flooding / Grading,Inspections,Phone,10/18/2016 16:26,10##,LAPORTE,WARD 6
Property Flooding / Grading,Inspections,Phone,10/18/2016 16:27,10##,WATSON,WARD 6
Property Flooding / Grading,Inspections,Phone,10/18/2016 16:28,10##,WATSON,WARD 6
Building/Land - Improper Use,Inspections,Phone,10/18/2016 16:29,10##,WATSON,WARD 6
Dirty Yard,Bylaw Enforcement,Phone,10/18/2016 16:31,8##,PILLETTE,WARD 6
Downspout Disconnect,Contracts and Field Services,Phone,10/18/2016 16:37,31##,DOMINION,WARD 1
Road Clean-Up Request,Environmental Services,Phone,10/18/2016 16:40, ,"AIRE PL & LITTLE RIVER ACRES DR, WINDSOR",WARD 6
Dog Complaint - Bylaw,Bylaw Enforcement,Phone,10/18/2016 16:49,57##,RIVERSIDE,WARD 6
Rodent Extermination,Environmental Services,Phone,10/18/2016 16:57,8##,ARGYLE,WARD 4
Tree Request,Forestry and Horticulture,Phone,10/18/2016 17:06,53##,RIVERSIDE,WARD 6
Yard Waste Not Collected,Environmental Services,Phone,10/18/2016 17:09,9##,BROCK,WARD 2
Illegal Dumping Public Property,Environmental Services,Phone,10/18/2016 17:10,15##,PIERRE,WARD 4
Tree Request,Forestry and Horticulture,Phone,10/18/2016 17:15,26##,MEADOWBROOK,WARD 8
Garbage Preparation,Bylaw Enforcement,Phone,10/18/2016 17:30,13##,DOUGALL,WARD 3
3-Day Parking Infraction,Parking Enforcement,Phone,10/18/2016 17:45,26##,SORRENTO,WARD 1
3-Day Parking Infraction,Parking Enforcement,Phone,10/18/2016 17:45,26##,SORRENTO,WARD 1
3-Day Parking Infraction,Parking Enforcement,Phone,10/18/2016 17:46,26##,SORRENTO,WARD 1
Dirty Yard,Bylaw Enforcement,Phone,10/18/2016 17:47,15##,PIERRE,WARD 4
Yard Waste Not Collected,Environmental Services,Phone,10/18/2016 18:05,8##,CAMPBELL,WARD 2
Dead Animal Removal,Environmental Services,Phone,10/18/2016 18:07,15##,BRUCE,WARD 3
Yard Waste Not Collected,Environmental Services,Phone,10/18/2016 18:16,10##,CAMPBELL,WARD 2
Building Conditions,Inspections,Web Intake,10/18/2016 23:21, , , 
Garbage Preparation,Bylaw Enforcement,Phone,10/19/2016 7:48,8##,PILLETTE,WARD 6
Yard Waste Not Collected,Environmental Services,Phone,10/19/2016 7:52,18##,DOMINION,WARD 10
Yard Waste Not Collected,Environmental Services,Phone,10/19/2016 8:10,2##,CAMERON,WARD 2
Recycling Not Collected,Environmental Services,Phone,10/19/2016 8:13,42##,WHISKEY,WARD 1
Recycling Not Collected,Environmental Services,Phone,10/19/2016 8:13,42##,WHISKEY,WARD 1
Yard Waste Not Collected,Environmental Services,Phone,10/19/2016 8:21,22##,VERCHERES,WARD 2
Dead Animal Removal,Environmental Services,Phone,10/19/2016 8:22,17##,WESTCOTT,WARD 5
Road Clean-Up Request,Environmental Services,Phone,10/19/2016 8:26,17##,RIVERSIDE,WARD 4
Yard Waste Not Collected,Environmental Services,Phone,10/19/2016 8:30,9##,BRIDGE,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,10/19/2016 8:32,21##,TECUMSEH,WARD 2
Building Conditions,Inspections,Phone,10/19/2016 8:36,3##,LANGLOIS,WARD 4
Yard Waste Not Collected,Environmental Services,Phone,10/19/2016 8:42,12##,RANKIN,WARD 2
Tree Request,Forestry and Horticulture,Phone,10/19/2016 8:48,12##,GEORGE,WARD 5
Rodent Extermination,Environmental Services,Phone,10/19/2016 8:55,12##,AUBIN,WARD 5
Tree Request,Forestry and Horticulture,Phone,10/19/2016 9:23,55##,RIVERSIDE,WARD 6
Garbage Not Collected,Environmental Services,Web Intake,10/19/2016 9:32, , ,WARD 8
Road Maintenance,Maintenance,Phone,10/19/2016 9:39, ,"SANDWICH ST & BROCK ST, WINDSOR",WARD 2
Tree Request,Forestry and Horticulture,Phone,10/19/2016 9:53,15##,FERNDALE,WARD 8
Yard Waste Not Collected,Environmental Services,Phone,10/19/2016 9:59,16##,KENORA,WARD 10
Abandoned Vehicle,Parking Enforcement,Phone,10/19/2016 10:01,11##,HOWARD,WARD 4
Tree Request,Forestry and Horticulture,Phone,10/19/2016 10:01,15##,NORMAN,WARD 8
Municipal Parking Garage,Traffic Operations,Phone,10/19/2016 10:04, , , 
Road Maintenance,Maintenance,Phone,10/19/2016 10:34,43##,FRANKLIN,WARD 5
Pothole,Maintenance,Phone,10/19/2016 10:36,73##,TRANBY,WARD 6
Garbage Not Collected,Environmental Services,Phone,10/19/2016 10:41,10##,VICTORIA,WARD 3
Downspout Disconnect,Contracts and Field Services,Phone,10/19/2016 10:45,11##,BROOKVIEW,WARD 10
Shoulder Maintenance,Maintenance,Phone,10/19/2016 10:48,73##,TRANBY, 
Tree Request,Forestry and Horticulture,Phone,10/19/2016 11:16,36##,MORRIS,WARD 1
Parking Meter,Traffic Operations,Phone,10/19/2016 11:19, ,ASKIN AVE & WYANDOTTE ST W,WARD 2
Parking Meter,Traffic Operations,Phone,10/19/2016 11:20, ,ASKIN AVE & WYANDOTTE ST W,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,10/19/2016 11:22,8##,BRIDGE,WARD 2
Dirty Yard,Bylaw Enforcement,Phone,10/19/2016 11:24,32##,VIRGINIA PARK,WARD 1
Dirty Yard,Bylaw Enforcement,Phone,10/19/2016 11:24,10##,WELLINGTON,WARD 3
3-Day Parking Infraction,Parking Enforcement,Phone,10/19/2016 11:25,34##,CROSS,WARD 2
3-Day Parking Infraction,Parking Enforcement,Phone,10/19/2016 11:25,34##,CROSS,WARD 2
Road Clean-Up Request,Environmental Services,Phone,10/19/2016 11:27,9##,GOYEAU,WARD 3
Rodent Extermination,Environmental Services,Phone,10/19/2016 11:27,17##,GLADSTONE,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,10/19/2016 11:29,14##,GLADSTONE,WARD 4
Alley Maintenance,Maintenance,Phone,10/19/2016 11:34,15##,OTTAWA,WARD 4
Rodent Extermination,Environmental Services,Phone,10/19/2016 11:35,26##,TOURANGEAU,WARD 5
Tree Request,Forestry and Horticulture,Phone,10/19/2016 11:36,32##,CONSERVATION,WARD 9
Downspout Disconnect,Contracts and Field Services,Phone,10/19/2016 11:37,28##,ST CLAIR,WARD 10
Tree Request,Forestry and Horticulture,Phone,10/19/2016 11:38,11##,GLIDDEN,WARD 6
Dirty Yard,Bylaw Enforcement,Phone,10/19/2016 11:39,17##,SERVICE,WARD 10
Pothole,Maintenance,Phone,10/19/2016 11:40,36##,WYANDOTTE,WARD 5
Yard Waste Not Collected,Environmental Services,Phone,10/19/2016 11:41,3##,MCKAY,WARD 2
3-Day Parking Infraction,Parking Enforcement,Phone,10/19/2016 11:41,11##,WINDERMERE,WARD 4
Alley Maintenance,Maintenance,Phone,10/19/2016 11:43,11##,LINCOLN,WARD 4
Dirty Yard,Bylaw Enforcement,Phone,10/19/2016 11:44,28##,ALEXANDRA,WARD 10
Road Maintenance,Maintenance,Phone,10/19/2016 11:46, ,"BROCK ST & SANDWICH ST, WINDSOR",WARD 2
